Downloaded from wid.world on 04-02-2022 at 17:31:50;;;;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1913;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1914;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1915;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1916;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1917;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1918;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1919;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1920;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1921;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1922;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1923;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1924;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1925;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1926;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1927;
Albania;"tdiinc_p50p60_992_j_AL
Post-tax national income
P50-60 | threshold | adults | equal split |  | ppp | constant (2021)
";p50p60;1928;
