Downloaded from wid.world on 25-01-2022 at 21:28:11;;;;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1913;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1914;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1915;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1916;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1917;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1918;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1919;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1920;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1921;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1922;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1923;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1924;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1925;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1926;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1927;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1928;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1929;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1930;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1931;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1932;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1933;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1934;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1935;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1936;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1937;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1938;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1939;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1940;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1941;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1942;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1943;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1944;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1945;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1946;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1947;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1948;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1949;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1950;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1951;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1952;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1953;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1954;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1955;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1956;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1957;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1958;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1959;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1960;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1961;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1962;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1963;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1964;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1965;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1966;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1967;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1968;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1969;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1970;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1971;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1972;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1973;
Albania;"tdiinc_p99p100_992_j_AL
Post-tax national income
Top 1% | threshold | adults | equal split |  | ppp | constant (2021)
";p99p100;1974;
